k_body,k_volume,price_zone_window,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
3.0,1.2,10,2508,3,100.18,0.8664980780821212,1.0,0.23392184806151306,720.3333333333334,1.2701710396704575,141.83999999999997,-0.4036729615883363,1
3.0,1.5,5,2508,2,91.58000000000001,0.704609651668102,1.0,0.30631501790882576,930.0,1.2701710396704575,141.83999999999997,-0.5655613880023556,2
3.0,1.5,7,2508,2,91.58000000000001,0.704609651668102,1.0,0.30631501790882576,930.0,1.2701710396704575,141.83999999999997,-0.5655613880023556,3
3.0,1.5,10,2508,2,91.58000000000001,0.704609651668102,1.0,0.30631501790882576,930.0,1.2701710396704575,141.83999999999997,-0.5655613880023556,4
3.0,1.2,7,2508,3,88.58000000000001,0.6895788289748113,1.0,0.1972187947471641,643.0,1.2701710396704575,141.83999999999997,-0.5805922106956463,5
2.0,1.8,5,2508,2,73.92999999999998,0.5814902338377461,1.0,0.2576629071255201,604.0,1.2701710396704575,141.83999999999997,-0.6886808058327114,6
2.0,1.8,7,2508,2,73.92999999999998,0.5814902338377461,1.0,0.2576629071255201,604.0,1.2701710396704575,141.83999999999997,-0.6886808058327114,7
2.0,1.8,10,2508,2,73.92999999999998,0.5814902338377461,1.0,0.2576629071255201,604.0,1.2701710396704575,141.83999999999997,-0.6886808058327114,8
1.2,2.0,5,2508,2,73.4,0.5758033498976283,1.0,0.25537467640278466,605.0,1.2701710396704575,141.83999999999997,-0.6943676897728293,9
1.2,2.0,7,2508,2,73.4,0.5758033498976283,1.0,0.25537467640278466,605.0,1.2701710396704575,141.83999999999997,-0.6943676897728293,10
1.2,2.0,10,2508,2,73.4,0.5758033498976283,1.0,0.25537467640278466,605.0,1.2701710396704575,141.83999999999997,-0.6943676897728293,11
1.5,2.0,5,2508,2,73.4,0.5758033498976283,1.0,0.25537467640278466,605.0,1.2701710396704575,141.83999999999997,-0.6943676897728293,12
1.5,2.0,7,2508,2,73.4,0.5758033498976283,1.0,0.25537467640278466,605.0,1.2701710396704575,141.83999999999997,-0.6943676897728293,13
1.5,2.0,10,2508,2,73.4,0.5758033498976283,1.0,0.25537467640278466,605.0,1.2701710396704575,141.83999999999997,-0.6943676897728293,14
1.8,2.0,5,2508,2,73.4,0.5758033498976283,1.0,0.25537467640278466,605.0,1.2701710396704575,141.83999999999997,-0.6943676897728293,15
1.8,2.0,7,2508,2,73.4,0.5758033498976283,1.0,0.25537467640278466,605.0,1.2701710396704575,141.83999999999997,-0.6943676897728293,16
